ID|ISBN|Price|Title|Teaser|Auth_1|Auth_2|Auth_3|Review|Reviewer|Issue_date|Issue|Record_type|Sub_headline|Headline|Publisher|Pub_date|Categories|SubCategories|Metadata|Image|Field21
1724|609602551|\N|The Civil War: Unstilled Voices|Civil War: Unstilled Voices The|Lawliss, Chuck|\N|\N|Readers will actually hold replicas of memorable photographs, moving letters, and monumental newspaper clippings and documents, all found in <B>The Civil War: Unstilled Voices</B>, an interactive, three-dimensional collection of history.|\N|Fall 1999|9/1/1999|Annotation|\N|\N|Crown Publishing Group|0000-00-00|Front_Center;Picture_Albums|FCGeneral, PAGeneral|\N|\N|\N
1725|304352306|\N|The American Civil War|American Civil War The|Reid, Brian Holden|\N|\N|<B>The American Civil War</B> examines the powerful and destructive impact of industrialization on war in the 19th century and reveals the interconnection between the outcome of the Civil War and conflicts in Europe.|\N|Fall 1999|9/1/1999|Annotation|\N|\N|Sterling Publishing|0000-00-00|Front_Center;Military;Technology|FCGeneral, Technology|\N|\N|\N
1727|1892514060|\N|The Lines are Drawn: Political Cartoons of the Civil War|Lines are Drawn: Political Cartoons of the Civil War The|Smith, Kristen M.|\N|\N|"Political cartoons have the power to illustrate the historical period to which they belong. For many baby-boomers, the political turmoil of the early 1970s can be visualized by recalling <I>Doonesbury</I>'s portrayal of the brick wall appearing around the Nixon White House. Editor Kristen M. Smith, a journalist and cartoonist, has compiled more than 130 cartoon samples that cover the gamut of political partisanship with caricatures of politicians and generals and depictions of draft dodgers, war profiteers, army recruiters, and Northern Copperheads.<p>Some of the drawings are crude; others include distracting, crowded dialogue balloons. Dreadful puns may be lost on contemporary readers, but a few of the pieces sparkle with clever incisiveness. For example, an 1860 Currier & Ives lithograph captioned \The Nigger' in the Woodpile\"" features Horace Greeley assuring a voter that the Republican Party \""has no connection with the Abolition party,\"" while a beardless Abraham Lincoln clings to the top of a pyramid of split rails (labeled \""Republican Platform\"") as a grinning black man peers out from within.<p>Although <B>The Lines Are Drawn</B> provides a useful sampling, several problems undermine its effectiveness. The editor's selection criteria are never adequately explained. The inclusion of examples from the Confederacy is an admirable attempt at balance, but only A.J. Volck's cartoons measure up to the standards set by Northern artists. The organization of the book is logical, but lacks focus. Subjects like race, dissent, and politics are mentioned without being explained, and the chronological format isolates cartoons that may have been more thoroughly understood in topical sections.<p>This lack of contextual focus carries over into the explanatory paragraphs, which often provide useful, if basic, information but rarely connect one cartoon to another. Some seem misinterpreted. For instance, a confusing scene on page 127 showing U.S. Grant destroying a golden idol as financiers kneel before it is somehow explained as a reference to Grant overturning his predecessors' timid military strategy, and on page 144 a one-legged white veteran shaking hands with a one-legged black veteran over the caption \""A Man Knows A Man\"" is surprisingly identified as a former Confederate.<p>Political cartoons can be potent avenues of research for historians, as many of the examples in this volume prove. William F. Thompson showed how to incorporate history with artistry in <I>The Image of War</I>, a minor classic about the sketch artists traveling with the Union armies. A truly useful study of wartime cartoons would take similar care in establishing contexts and explaining the images that can tell us so much about this era of crisis.<p><I>James Marten is associate professor of history at Marquette University and author of </I>Texas Divided: Loyalty and Dissent in the Lone Star State, 1856-1874 <i>and</i> The Children's Civil War."""|Marten, James|Fall 1999|9/1/1999|Review|Political commentary through cartoons|Rough sketches|Hill Street Press|0000-00-00|\N|\N|\N|\N|\N
1728|1567997287|\N|Chronicles of the Civil War: An Illustrated History of the War Between the States|Chronicles of the Civil War: An Illustrated History of the War Between the States|Phillips, David|Wideman, John C.|\N|More than 300 photographs, illustrations, paintings, and maps have been assembled by two former military servicemen to produce the stunning <B>Chronicles of the Civil War: An Illustrated History of the War Between the States.</B>|\N|Fall 1999|9/1/1999|Annotation|\N|\N|MetroBooks|0000-00-00|Front_Center;Picture_Albums|FCGeneral, PAGeneral|\N|\N|\N
1729|156007274|\N|A Soldier's Book|Soldier's Book A|Higgins, Joanna|\N|\N|<B>A Soldier's Book</B> tells the story of Union soldier Ira Cahill Stevens, a prisoner of war, who finds his battle for survival far more challenging inside a prison than on the battlefield.|\N|Fall 1999|9/1/1999|Annotation|\N|\N|Harcourt Brace|0000-00-00|Fiction;Front_Center|FCGeneral, FicGeneral|\N|\N|\N
1730|826512534|\N|Champ Ferguson: Confederate Guerilla|Champ Ferguson: Confederate Guerilla|Sensing, Thurman|\N|\N|<B>Champ Ferguson: Confederate Guerilla</B> is the bitter and bloody story of guerilla fighting along the Kentucky-Tennessee border.|\N|Fall 1999|9/1/1999|Annotation|\N|\N|Vanderbilt University Press|0000-00-00|Battles;Biographies;Front_Center;Military|FCGeneral, BioGeneral, Battles|\N|\N|\N
1731|843174625|\N|Civil War 2000 Desk Calendar|Civil War 2000 Desk Calendar|Anderson, Carla|\N|\N|Each page in the day-by-day <B>Civil War 2000 Desk Calendar</B> recounts a fascinating fact that occurred on that particular date in Civil War history.|\N|Fall 1999|9/1/1999|Annotation|\N|\N|Price Stern Sloan|0000-00-00|Front_Center;Reference|FCGeneral, RefGeneral|\N|\N|\N
1732|811813487|\N|The Civil War In Depth: History in 3-D|Civil War In Depth: History in 3-D The|Zeller, Bob|\N|\N|Finally, a book presenting the most famous photographs of the Civil War in the format in which they were intended!  <B>The Civil War In Depth: History in 3-D</B> comes with a stereoscopic viewer.<p>|\N|Fall 1999|9/1/1999|Annotation|\N|\N|Chronicle Books|0000-00-00|Front_Center;Picture_Albums|FCGeneral, PAGeneral|\N|\N|\N
1733|1891799207|\N|Deep in the Heart|Deep in the Heart|Floyd, E. Randall|\N|\N|"Newlywed Wiley Nesmith departed to defend \The Cause,\"" promising his young wife a swift return. But things didn't go according to plan. <B>Deep in the Heart</B> is based on a true story."""|\N|Fall 1999|9/1/1999|Annotation|\N|\N|Harbor House|0000-00-00|Fiction;Front_Center|FCGeneral, FicGeneral|\N|\N|\N
1734|306809133|\N|George B. McClellan: The Young Napoleon|George B. McClellan: The Young Napoleon|Sears, Stephen W.|\N|\N|"When asked about <B>George B. McClellan: The Young Napoleon</B>, James McPherson, author of Battle Cry of Freedom, said that \[Stephen W.] Sears has finally unraveled the mystique of this complex, brilliant Civil War general. A fascinating story.\"""""|\N|Fall 1999|9/1/1999|Annotation|\N|\N|Da Capo Press|0000-00-00|Biographies;Front_Center|FCGeneral, BioGeneral|\N|\N|\N
1735|807823929|\N|Lee's Miserables|Lee's Miserables|Power, J. Tracy|\N|\N|"<B>Lee's Miserables</B> is an amazing account of the final year of Robert E. Lee's Army of Northern Virginia, told by Confederate officers and enlisted men who proclaimed themselves \Lee's Miserables.\"""""|\N|Fall 1999|9/1/1999|Annotation|\N|\N|The University of North Carolina Press|0000-00-00|Front_Center;Military;Regiment|FCGeneral, Regiment|\N|\N|\N
1736|1887901191|\N|800 Paces to Hell: Andersonville|800 Paces to Hell: Andersonville|Lynn, Dr. John W.|\N|\N|Dr. John W. Lynn's <B> </B> details what it was like to be a Federal prisoner and walk the 800 paces from the train into the gates of Hell: Andersonville.|\N|Fall 1999|9/1/1999|Annotation|\N|\N|Sergeant Kirkland's Press|0000-00-00|Front_Center;Military|FCGeneral, MilGeneral|\N|\N|\N
1737|1571200339|\N|Quilts from the Civil War|Quilts from the Civil War|Brackman, Barbara|\N|\N|In <B>Quilts from the Civil War</B>, author Barbara Brackman includes complete instructions for assembling nine quilts and discusses the histories of the originals that inspired them.|\N|Fall 1999|9/1/1999|Annotation|\N|\N|C&T Publishing|0000-00-00|Front_Center;Picture_Albums;Reference|FCGeneral, RefGeneral, PAGeneral|\N|\N|\N
1738|156005905|\N|Shades of Blue and Gray|Shades of Blue and Gray|Hattaway, Herman|\N|\N|Herman Hattaway examines the Civil War from a broad perspective in <B>Shades of Blue and Gray</B>. He focuses on the technological advances that were made and how they affected modern warfare.|\N|Fall 1999|9/1/1999|Annotation|\N|\N|Harcourt Brace|0000-00-00|Front_Center;Military;Technology|FCGeneral, Technology|\N|\N|\N
1739|1892514303|\N|The Civil War Crossword|Civil War Crossword The|\N|\N|\N|A fun new way to test your Civil War knowledge, <B>The Civil War Crossword</B> contains 55 puzzles and 2500 clues and answers. A Hot Cross book.|\N|Fall 1999|9/1/1999|Annotation|\N|\N|Hill Street Press|0000-00-00|Front_Center;Reference|FCGeneral, RefGeneral|\N|\N|\N
1740|826512542|\N|Van Dorn: The Life and Times of a Confederate General|Van Dorn: The Life and Times of a Confederate General|Hartje, Robert G.|\N|\N|<B>Van Dorn: The Life and Times of a Confederate General</B> is the definitive biography of the flamboyant Earl Van Dorn, one of the most promising yet disappointing officers in the Confederate army.<p>|\N|Fall 1999|9/1/1999|Annotation|\N|\N|Vanderbilt University Press|0000-00-00|Biographies;Front_Center|FCGeneral, BioGeneral|\N|\N|\N
1741|1887901159|\N|How Robert E. Lee Lost the Civil War|How Robert E. Lee Lost the Civil War|Bonekemper, III, Edward H.|\N|\N|<B>How Robert E. Lee Lost the Civil War</B> is noted historian Edward H. Bonekemper III's challenge to the popular view; he posits that the revered general cost the Confederacy a war it could have won.<p>|\N|Fall 1999|9/1/1999|Annotation|\N|\N|Sergeant Kirkland's Press|0000-00-00|Front_Center;Military|FCGeneral, MilGeneral|\N|\N|\N
1742|553526111|\N|Soldier's Heart|Soldier's Heart|Paulsen, Gary|\N|\N|"Fifteen-year-old Charley Goddard enlists in the Minnesota Volunteers, not certain what a \shooting war\"" means. Now available in audio, <B>Soldier's Heart</B> is performed by television star George Wendt.<p>"""|\N|Fall 1999|9/1/1999|Annotation|\N|\N|Listening Library|0000-00-00|Fiction;FKYA;For_Kids;Front_Center|FCGeneral, FicGeneral, FKYA|\N|\N|\N
1743|156006294|\N|Play for a Kingdom|Play for a Kingdom|Dyja, Thomas|\N|\N|A unique starting point is one aspect that makes <B>Play for a Kingdom</B> distinct. It begins in the final days of the War, with soldiers battling one another on a makeshift baseball diamond rather than in actual combat.|\N|Fall 1999|9/1/1999|Annotation|\N|\N|Harcourt Brace|0000-00-00|Fiction;Front_Center|FCGeneral, FicGeneral|\N|\N|\N
1744|375700757|\N|Cold Mountain|Cold Mountain|Frazier, Charles|\N|\N|A wounded Confederate soldier returning home on foot encounters many challenges along the way. Meanwhile, the woman he left behind tries to revive her father's derelict farm. <B>Cold Mountain</B> is a National Book Award Winner.|\N|Fall 1999|9/1/1999|Annotation|\N|\N|Vintage Books|0000-00-00|Fiction;Front_Center|FCGeneral, FicGeneral|\N|\N|\N
1745|394749138|\N|The Civil War: A Narrative|Civil War: A Narrative The|Foote, Shelby|\N|\N|The essential gift for Civil War buffs, Shelby Foote's three-volume series <B>The Civil War: A Narrative</B> is divided as follows: <p>Volume I: Fort Sumter to Perryville;<p>Volume II: Fredericksburg to Meridian;<p>Volume III: Red River to Appomattox.|\N|Fall 1999|9/1/1999|Annotation|\N|\N|Vintage Books|0000-00-00|Battles;Front_Center;Military|FCGeneral, Battles|\N|\N|\N
1746|394746236|\N|The Civil War: A Narrative: Volume I: Fort Sumter to Perryville|Civil War: A Narrative: Volume I: Fort Sumter to Perryville The|Foote, Shelby|\N|\N|The essential gift for Civil War buffs, Shelby Foote's three-volume series <B>The Civil War: A Narrative</B> is divided as follows: <p>Volume I: Fort Sumter to Perryville;<p>Volume II: Fredericksburg to Meridian;<p>Volume III: Red River to Appomattox.|\N|Fall 1999|9/1/1999|Annotation|\N|\N|Vintage Books|0000-00-00|Battles;Front_Center;Military|FCGeneral, Battles|\N|\N|\N
1747|039474621X|\N|The Civil War: A Narrative: Volume II: Fredericksburg to Meridian|Civil War: A Narrative: Volume II: Fredericksburg to Meridian The|Foote, Shelby|\N|\N|The essential gift for Civil War buffs, Shelby Foote's three-volume series <B>The Civil War: A Narrative</B> is divided as follows: <p>Volume I: Fort Sumter to Perryville;<p>Volume II: Fredericksburg to Meridian;<p>Volume III: Red River to Appomattox.|\N|Fall 1999|9/1/1999|Annotation|\N|\N|Vintage Books|0000-00-00|Battles;Front_Center;Military|FCGeneral, Battles|\N|\N|\N
1748|394746228|\N|The Civil War: A Narrative: Volume III: Red River to Appomattox|Civil War: A Narrative: Volume III: Red River to Appomattox The|Foote, Shelby|\N|\N|The essential gift for Civil War buffs, Shelby Foote's three-volume series <B>The Civil War: A Narrative</B> is divided as follows: <p>Volume I: Fort Sumter to Perryville;<p>Volume II: Fredericksburg to Meridian;<p>Volume III: Red River to Appomattox.|\N|Fall 1999|9/1/1999|Annotation|\N|\N|Vintage Books|0000-00-00|Battles;Front_Center;Military|FCGeneral, Battles|\N|\N|\N
1787|080613187X|\N|Return to Bull Run: The Campaign and Battle of Second Manassas|Return to Bull Run: The Campaign and Battle of Second Manassas|Hennessy, John J.|\N|\N|"\This thorough, elegant study eclipses all other accounts. . . . It not only recounts what happened in this battle and why, but also places it in the larger context of a war that was changing radically in character during that fateful summer of 1862.\"" -- <B>James M. McPherson</B><p>Named a \""Civil War 100\"" classic book by <I>Civil War</I> magazine<p>"""|\N|Fall 1999|9/1/1999|Annotation|\N|\N|University of Oklahoma Press|0000-00-00|Battles;Front_Center;Military|Battles, FCGeneral|\N|\N|\N
1803|395867606|\N|Controversies & Commanders: Dispatches from the Army of the Potomac|Controversies & Commanders: Dispatches from the Army of the Potomac|Sears, Stephen W.|\N|\N|"Civil War historians have discovered once again the power of essay collections. Whether multiple-authored under an editor's guiding hand, or created by a single accomplished writer like Stephen Sears (as in the case of the present volume), they nearly always provide new wine for old vessels. In short, they yield distinctively focused snapshots of particular themes, events, or person'. Sears thus joins other recent vintners like Gabor Boritt, Gary Gallagher, James McPherson, and Steven Woodworth in selecting an area where talent and interest combine to give us new thoughts and dimensions of some exciting issues. In Sears's case, the theme concerns controversial leadership in the Army of the Potomac.<p>Sears's forte is \Mr. Lincoln's Army,\"" although his principal concentration in the past has been the rather formative period of that military instrument. Readers will immediately associate his name with the study of the archetypical controversial leader George B. McClellan and the Peninsula and Maryland campaigns in which the general figured so prominently. More recently, Sears has expanded his field of vision to include Chancellorsville and the juxtaposition of Joseph Hooker with the immortal Lee and Jackson as battlefield and army commanders.<p>Now, in <B>Controversies & Commanders</B>, the author uses ten distinctive essays to dissect this phlegmatic army's performance and response to a variety of leadership styles and personalities. Fully half the chapters refer to the early period of the army's existence. And again, as might be expected, the leitmotif remains the preeminent <I>minence grise</I> -- McClellan, his presence, his influence, and his legacy.<p>Sears commences the journey with an analysis of how historians have handled \""Little Mac.\"" He follows that introductory essay with chapters defining the September 1862 campaign which saw McClellan's restoration to army command over the opposition of virtually everyone in Washington (with even Abraham Lincoln less than pleased with his own necessary decision). Sears then contributes some \""last thoughts\"" about the famous Lost Order of the Maryland campaign in which he advances how, if nothing more, the finding of Lee's campaign plan decidedly affected the unfolding of events.<p>Additional chapters illustrate McClellan's influence over events and people as Sears describes the sacking of relatively obscure Brigadier Charles P. Stone (for the Balls Bluff debacle) and better known corps commander Fitz John Porter (for noncooperation with Pope at Second Bull Run). In both cases, he implies, their association with \""Little Mac\"" contributed to their demise with the army.<p>Next comes an especially winsome piece on \""the Revolt of the Generals\"" against Ambrose Burnside that plays back to the continuing existence of McClellan's \""old boy network,\"" which plagued a continuously unsuccessful army. One wonders if the Army of the Potomac ever truly overcame its \""infatuation\"" with this wannabe American Napoleon. That the Union finally did so is suggested by Sears's handling of the lingering ghosts of McClellan. Sears puts them to rest in one sense as he leaves us with the perception that by re-reading McClellan's own words, we can finally decide whether a McClellan victory at the polls in 1864 and elevation to the presidency six months later would have appreciably changed the vigorous prosecution of the Union war effort to ultimate suppression of the rebellion. He concludes that \""Little Mac\"" as well as Lincoln saw subjugation of the Confederacy as the ultimate war aim. Of course, their methods differed substantially.<p>When Sears turns to the middle and latter periods of the Army of the Potomac's mottled history, he uncovers several episodes of note, but possibly loses an opportunity to explore and explain better the army's singularly unsung but possibly most intriguing commander. True, Sears does a superb job of rehabilitating \""Fighting Joe\"" Hooker from some unjust criticism. He sees the cannon ball-disabling of the army commander as more instructive in explaining Chancellorsville than any preemptive brilliance of Lee and Jackson. <p>Less controversial will be his chapter about the ineptness of that quirky politico-general Dan Sickles, whose claim to rank and reputation was forever washed away by the bloodbath on the second day at Gettysburg. It is here, however, that Sears fumbled a golden opportunity to include something major about General George Meade, although the Pennsylvanian remains the butt of Sickles's postwar efforts at rescue and redemption in the Sickles chapter. We simply need to know more about Meade and the late-war army in a period largely made obscure by the presence of General-in-Chief Ulysses S. Grant travelling with the Army of the Potomac and rendering some rather controversial decisions on its behalf.<p>Sears concludes his volume with several episodes that suggest the presence of controversial leadership still apparent in the late-war army. A vignette of the very questionable sacking of corps commander Gouverneur K. Warren by Grant and his favorite, Philip Sheridan, (apparently with Meade's acquiescence) is particularly striking. But, this was certainly a classic reflection of organizational management response between \""old\"" and \""new\"" -- the clash of Western and Eastern army generals and their military style and culture. Sears could have amplified the incident in that context, rather than merely emphasizing late-war injustice to a loyal subordinate like Warren.<p>The hour was late, the conflict needed termination, and men like Grant and Sheridan could brook no further lethargy in a vigorous thrust to the hilt. Warren seemingly reflected the Army of the Potomac's traditional inability to administer any <I>coup de grce</I>. An example had to be set -- no matter that the individual's previous service was exemplary. Perhaps the damage was so slight because Appomattox loomed so near.<p>Sears's seeming genuflection to the arms and services that undergirded the Army of the Potomac comes in a chapter examining the tangential but controversial raid on Richmond, which was engineered by the questionably competent Judson Kilpatrick and his Byronesque subordinate, Ulric Dahlgren, largely for the purpose of kidnapping Jefferson Davis and attacking the Confederacy's central nervous system. What it all amounted to was quite divorced from the main operations of the Army of the Potomac and spoke more to a bizarre late-war twist of spawning a \""get the king\"" game -- which, of course, eventually resulted in Lincoln's assassination.<p>Surely some other examination of use or misuse of Eastern cavalry or even artillery -- or better, a consideration of the logistical branches of the army's overall performance -- would have made for a more rounded treatment. But, of course, such topics might be less entertaining and might potentially contravene Sears's avowed theme of controversies and commanders. Best that they be left to another place and time no matter how much better they might inform us of the war machine that was the Army of the Potomac.<p>How then to assess Sears's effort? Comfortably documented, it provides readers with an unshowy, crisp book that should delight the Round Table set and students of the War in the East. The work needs maps since much of the discussion relates to operations as well as personalities. Most certainly, <B>Controversies & Commanders</B> speaks to the topics clearly enunciated in earlier years by Bruce Catton -- the political machinations, the controversial helmsmanship, the notoriety of the middle rank figures as well as the principal field force of the Union \""that could have lost the war in a single afternoon.\"" That Sears's work has seemingly downplayed (if not omitted) the central role of Lincoln in \""Mr. Lincoln's Army\"" needs to be clearly understood. But, here is an easily read, enjoyable jaunt that will complement the work of Noah Trudeau, Gordon Rhea, and others who continue to find stimulating themes in the campaigns from the Mason-Dixon line to southside Virginia in the battle for the capitals.<p><I>Benjamin Franklin Cooling, author or editor of numerous works of Civil War, military, and naval history, is professor of grand strategy and mobilization at the Industrial College of the Armed Forces of the National Defense University in Washington, D.C.</I>"""|Cooling, Benjamin Franklin|Fall 1999|9/1/1999|Review|McClellan, his friends and foes, and Union Army squabbles|American Napoleon|Houghton Mifflin|0000-00-00|\N|\N|\N|\N|\N
1804|452281393|\N|Gettysburg 1863: Campaign of Endless Echoes|Gettysburg 1863: Campaign of Endless Echoes|Wheeler, Richard|\N|\N|"What makes Gettysburg so constantly engaging? One of America's most decisive battles, it shattered the mythic invincibility surrounding Robert E. Lee and the Army of Northern Virginia, and, along with the fall of Vicksburg, it began the South's long agony to Appomattox. But something more causes rising interest in the Pennsylvania battle: at Gettysburg the past is \not even past,\"" and myths and possibilities seem to haunt history.<p>Gettysburg has attracted much fine writing. Richard Wheeler's <B>Gettysburg 1863</B> ranks with the best. His easy, flowing style lets him tuck in people, scenes, observations, and new information without wrecking the narrative. He lets his characters develop awhile before the battle, and as a result, Lee, Meade, and their important subordinates are real and come off the pages in the crucible of action.<p>Casting a wide lens, Wheeler looks at the Confederate victory at Chancellorsville as perhaps triggering Lee's perception that his army was dauntless. Wheeler follows Union General Joseph Hooker's squirming after Chancellorsville through his replacement by Meade and traces Lee northward in late June 1863. The great cavalry battle at Brandy Station is reconstructed to show how Jeb Stuart's chagrin at this near defeat for the Confederates contributed to his decision to make the unwise wagon raid into Maryland. The lens focuses as the armies concentrate near Gettysburg. Wheeler sets a clear view of the town scene, showing how citizens met the ragged Rebels flooding the streets.<p>Tension mounts at Union and Confederate headquarters as the first and second days of the battle pass in a swirl of hectic fighting, and of chances taken, missed, or debated. The third day fills with oddities as Longstreet opposes a charge against Meade's center. Lee overrules Longstreet's suggestion to turn the Union flank and orders the frontal charge. Flamboyant George Pickett makes ready to lead, while the Rebel artillery begins a fearsome bombardment that roils some of Meade's front line and flails Federal wagon parks and depots -- and nearly empties Rebel caissons.<p>Battle narrative is a special Wheeler gift. Description of the three days' fighting around Gettysburg pulls the reader straight into the sound, fury, and anguish of Culp's Hill, Devil's Den, the Cemetery, and the Round Tops. The charge on July 3 is executed with all the furies of impossible gallantry. Wheeler's lens sweeps the whole of Pickett's Charge and zooms in on men trying to keep formation as they fall, and on the Union line holding steadily against artillery and the awesome mass in gray. Clearly seen are the survivors as they stream down the hill to meet a contrite Lee.<p>Wheeler is careful and sound in his assessment of why Meade did not pursue Lee's troops, despite constant urging from Washington. Although respectful of Lee's retreat from Gettysburg, Wheeler is nevertheless highly critical of Lee's plan and actions during the whole campaign. He reproaches the Confederate leader for permitting Stuart's quixotic raid that left the army without vital intelligence before and during the battle.<p>Scattered throughout the text are line drawings that evoke the period and depict the participants. Wheeler deliberately avoided reference notes because he thought they would only confuse readers. This omission is unfortunate because readers might have enjoyed pursuing new sources presented by the author. The bibliography is helpful (despite some omissions), but footnotes would have been even more helpful.<p><I>Frank E. Vandiver is distinguished professor of history at Texas A&M University and author of</I> Mighty Stonewall, Their Tattered Flags, Blood Brothers, <I>and</I> 1001 Things Everyone Should Know About the Civil War."""|Vandiver, Frank E.|Fall 1999|9/1/1999|Review|A poignant encounter of soldiers and civilians with history<p>|Revisiting Gettysburg|Plume|0000-00-00|\N|\N|\N|\N|\N
1805|783501005|\N|The Civil War: A Narrative (40th Anniversary Edition)|Civil War: A Narrative (40th Anniversary Edition) The|Foote, Shelby|\N|\N|"Shelby Foote, the Mississippi-born, currently Tennessee-based novelist and historian became something of a celebrity after his appearances in Ken Burns's PBS television series, The Civil War. Foote was enlisted as a narrator because of his exhaustive knowledge of the subject and his reputation as historian extraordinaire, which he secured from the publication of his monumental three-volume work <B>The Civil War: A Narrative</B>.<p>Now Time-Life Books is issuing a 14-volume 40th anniversary edition, illustrated with historical photographs, battle maps, drawings, paintings, and other works of art culled from Time-Life's collection. This is, of course, not the first time a photo narrative of the Civil War has been published. Francis T. Miller's famous ten-volume work, The Photographic History of the Civil War (1912), was reissued in 1987, sadly with poor quality halftone reproductions. Ken Burns's companion volume to his PBS series is wonderfully illustrated with period photographs, battle maps, paintings, etc. Yet <B>The Civil War: A Narrative</B> offers a unique charm.<p>Foote has written a very informative introduction to the first volume, giving details of the genesis of his book, especially of his relationship to Random House publisher Bennett Cerf (who originally had commissioned a single volume to be titled <I>A Short History of the Civil War</I>). Our author's passion toward his subject produced a work seven times larger than originally planned. The completed text consisted of three volumes, released in 1958, 1963, and 1974, respectively. A predecessor to this edition, brought out in 1991, was a sumptuous three-volume, limited, signed, \Collector's Edition, Bound in Genuine Leather\"" reissue by the Easton Press, which was published in a red morocco gilt-stamped leather binding.<p>The binding of this 40th anniversary collector's edition is of a nice oatmeal-colored paper, with the illustrated dust jackets of the 14 volumes collectively forming a photograph of a Federal infantry drill at a Washington, D.C., camp in early 1862. Foote has written a prologue and epilogue for each book. Foote's approach to the War is weighted toward military matters, although the politics of the conflict are addressed in the process. He deals with the Union and the Confederacy, in both Eastern and Western theaters of the War. The author's literary background makes reading this work so enjoyable, featuring as it does a flowing pace like that of a good novel.<p>The first volume covers the prelude to the War, notably the perspectives of Presidents Jefferson Davis and Abraham Lincoln, and takes note of the major events of the first ten months, especially the conflicts at Fort Sumter and Manassas. The second volume deals with the first six months of 1862, with special emphasis on Shiloh, the assaults on New Orleans and Memphis, and the famed battle between the <I>Monitor</I> and the <I>Merrimac</I>. In volume three, Foote focuses on the events of the spring and early summer of 1862, including the campaigns of Stonewall Jackson and George McClellan, activities in the West, and Braxton Bragg's move to Chattanooga. Volume four gives attention to the Second Manassas, the subsequent Confederate invasions of the Northern territories, and Kirby Smith's invasion of Kentucky, with events leading up to the Emancipation Proclamation. In volume five, Foote recounts events of late 1862 and early 1863, with special attention to the battles of Fredericksburg, Walnut Hills, and Murfreesboro, plus Ulysses Grant's bayou ventures.<p>In addition to the prologues and epilogues which Foote has written expressly for the edition, the inclusion of illustrations distinguishes this Time-Life series from earlier printings.<p>As a photographic historian, I am always interested in seeing how illustrations -- photographs or not -- are incorporated into a book, especially when the book deals with one subject matter. In examining the first five volumes, I find that there has been a judicious choice of photographs, maps, lithographs, and sketches. Both the black-and-white and color reproductions are very good. Proper crediting of the illustrations' ownership is given at the back of each volume. Many are from the great Meserve Collection and The Library of Congress. However, in not one instance did I notice a credit of the original photographer or artist, although in some cases the photographer of the copy print is given credit (which could mislead some people to think that the credited person was the maker of the original picture). Therein lies a problem with this 40th anniversary edition of Foote's work. It is unclear whether it was caused by a lack of information or a lack of knowledge about where to find such information.<p>Aside from that one failing, this 40th anniversary edition is an enjoyable read and a visual delight, whether one is reading it for the first time or once again.<p><I>Michl Hargraves has served for 12 years as a cataloguer in the Department of Photographs at the J. Paul Getty Museum in California.</I><p>"""|Hargraves, Michael|Fall 1999|9/1/1999|Review|A classic tale now lavishly illustrated|Shelby Foote's Civil War|Time-Life Books|0000-00-00|\N|\N|\N|\N|\N
